Headline	Article	Publication	Reliability Range (Interactive MB)	Bias Range (Interactive MB)	Audience (Interactive MB)	MB/FC Slant	Rank Number	Date Recorded	Within 24 Hours?	Bipartisan Press Bias
Unstable weather will continue to fuel huge Oregon blaze	https://news.yahoo.com/unstable-weather-continue-fuel-huge-041356017.html?fr=sycsrp_catchall	Associated Press				Neutral	23.0	July 16, 2021	True	-2.210546
Three new vaccine sites open in Miami-Dade as COVID-19 cases surge in Florida	https://news.yahoo.com/three-vaccine-sites-open-miami-100000472.html?fr=sycsrp_catchall	Miami Herald				LEFT-CENTER	24.0	July 16, 2021	False	-1.016806
AP PHOTOS: Swollen rivers smash through parts of Europe	https://news.yahoo.com/ap-photos-swollen-rivers-smash-081300674.html?fr=sycsrp_catchall	Associated Press				Neutral	25.0	July 16, 2021	False	-0.360499
Rudy Giuliani was so 'incredibly drunk' on election night that Trump aides worried he'd smash valuable White House china, Michael Wolff says	https://news.yahoo.com/rudy-giuliani-incredibly-drunk-election-092831367.html?fr=sycsrp_catchall	Business Insider				LEFT-CENTER	26.0	July 16, 2021	False	-8.198591
Two more victims identified as Surfside recovery wanes, investigation develops	https://news.yahoo.com/two-more-victims-identified-surfside-225549498.html?fr=sycsrp_catchall	Miami Herald				LEFT-CENTER	27.0	July 16, 2021	True	-1.358481
SKorea removes banners at Olympic village after IOC ruling	https://news.yahoo.com/skorea-removes-banners-olympic-village-063610741.html?fr=sycsrp_catchall	Associated Press				Neutral	28.0	July 16, 2021	True	-1.181667
Fact check: Altered Hunter Biden photo falsely claims Trump won the 2020 election	https://news.yahoo.com/fact-check-altered-hunter-biden-213929213.html?fr=sycsrp_catchall	USA TODAY				LEFT-CENTER	29.0	July 16, 2021	True	-7.820484
Democratic Rep. Beatty arrested while calling for Senate action on voting rights	https://news.yahoo.com/rep-jackson-lee-becomes-3rd-121714376.html?fr=sycsrp_catchall	Yahoo News Video					30.0	July 16, 2021	True	-5.475747
										ERROR
‘Pandemic Of The Unvaccinated’: Florida Tallies 20% Of Soaring New COVID-19 Cases In U.S.	ERROR	HuffPost				Left	1.0	July 17, 2021	True	ERROR
Hollywood Ripper' sentenced to death for murdering two women in California	https://news.yahoo.com/hollywood-ripper-sentenced-death-murdering-113400195.html?fr=sycsrp_catchall	Reuters				Neutral	2.0	July 17, 2021	True	-1.596925
Tapping into the Brain to Help a Paralyzed Man Speak	https://news.yahoo.com/tapping-brain-help-paralyzed-man-141417287.html?fr=sycsrp_catchall	The New York Times				Left-Center	3.0	July 17, 2021	True	-4.840367
3 Texas Democrats test positive for COVID-19 in Washington, DC	https://news.yahoo.com/3-vaccinated-texas-lawmakers-flew-203416292.html?fr=sycsrp_catchall	USA TODAY				Left-Center	4.0	July 17, 2021	True	-8.420655
Mom thwarts kidnapping attempt by pulling her son out the car window	https://news.yahoo.com/video-shows-mother-save-5-173157236.html?fr=sycsrp_catchall	NBC News				Left-Center	5.0	July 17, 2021	True	-0.576645
The health and climate consequences of the American food system cost three times as much as the food itself	https://news.yahoo.com/health-climate-consequences-american-food-103333578.html?fr=sycsrp_catchall	Washington Post				Left-Center	6.0	July 17, 2021	False	-8.341891
Poll: Americans oppose new Texas-style GOP voting restrictions, prefer Democratic reforms	https://news.yahoo.com/poll-americans-oppose-new-texas-style-gop-voting-restrictions-prefer-democratic-reforms-090031824.html?fr=sycsrp_catchall	Yahoo News				Left-Center	7.0	July 17, 2021	True	-13.378335
GOP lawmakers hold California protest after 3 cancellations	https://news.yahoo.com/rent-relief-protest-concert-fines-091000736.html?fr=sycsrp_catchall	Associated Press				Neutral	8.0	July 17, 2021	True	-2.257927
Children will only get Covid vaccines if vulnerable	https://news.yahoo.com/cms-back-school-teachers-covid-191150066.html?fr=sycsrp_catchall	The Telegraph				Right	9.0	July 17, 2021	True	-1.592462
Pope Francis reverses Benedict, reimposes restrictions on Latin Mass	https://news.yahoo.com/pope-reverses-benedict-reimposes-restrictions-105533754.html?fr=sycsrp_catchall	Yahoo News Video				Left-Center	10.0	July 17, 2021	False	1.945234
Russia offered U.S. use of Central Asia bases for Afghan intel - paper	https://news.yahoo.com/russia-offered-u-central-asia-150539827.html?fr=sycsrp_catchall	Reuters				Neutral	11.0	July 17, 2021	True	0.119511
Thailand tightens measures as daily cases cross 10,000	https://news.yahoo.com/thailand-tightens-measures-daily-cases-043057758.html?fr=sycsrp_catchall	Associated Press				Neutral	12.0	July 17, 2021	False	-0.577561
Philippines' Pacquiao ousted as president of ruling party after row	https://news.yahoo.com/philippines-pacquiao-ousted-president-ruling-112550318.html?fr=sycsrp_catchall	Reuters				Neutral	13.0	July 17, 2021	True	-1.042145
Unvaccinated less likely to have jab if Covid passports become mandatory, says expert	https://news.yahoo.com/unvaccinated-less-likely-jab-covid-173248674.html?fr=sycsrp_catchall	The Telegraph				Right	14.0	July 17, 2021	True	-3.490021
Tribe claims remains of kids who died at assimilation school	https://news.yahoo.com/tribe-claims-remains-kids-died-171951151.html?fr=sycsrp_catchall	Associated Press				Neutral	15.0	July 17, 2021	True	-2.542223
New York Governor Cuomo to be deposed in sexual harassment probe -NYT	https://news.yahoo.com/york-governor-cuomo-deposed-sexual-090611919.html?fr=sycsrp_catchall	Reuters				Neutral	16.0	July 17, 2021	True	-2.608977
Afghan ambassador's daughter brutally assaulted in Pakistan	https://news.yahoo.com/afghan-ambassadors-daughter-brutally-assaulted-145354245.html?fr=sycsrp_catchall	Associated Press				Neutral	17.0	July 17, 2021	True	-0.530071
South Korea to bring home sailors aboard virus-hit destroyer	https://news.yahoo.com/south-korea-bring-home-sailors-042712886.html?fr=sycsrp_catchall	Associated Press				Neutral	18.0	July 17, 2021	True	1.217284
AP FACT CHECK: Trump makes false claims about Arizona audit	https://news.yahoo.com/ap-fact-check-trump-relentless-014114659.html?fr=sycsrp_catchall	Associated Press				Neutral	19.0	July 17, 2021	True	-12.05558
A Florida man is facing charges as police say he stole an alligator and attempted to throw it on a roof	https://news.yahoo.com/florida-man-facing-charges-police-153509002.html?fr=sycsrp_catchall	INSIDER				Left-Center	20.0	July 17, 2021	True	-4.007195
A brawl outside Shake Shack in Detroit involving up to a dozen young girls was caught on camera	https://news.yahoo.com/brawl-outside-shake-shack-detroit-151615365.html?fr=sycsrp_catchall	Business Insider				Left-Center	21.0	July 17, 2021	True	-0.897369
Gaetz and Greene Hold Bizarre Outdoors ‘Protest’ After Multiple Venues Bailed	https://news.yahoo.com/news/no-one-california-wants-host-144848095.html	The Daily Beast				Left	22.0	July 17, 2021	True	5.473979
Ted Cruz mocked for blaming rise in Covid cases in Texas on illegal immigrants	https://news.yahoo.com/ted-cruz-mocked-blaming-rise-195823373.html?fr=sycsrp_catchall	The Independent				Left-Center	23.0	July 17, 2021	True	-4.195798
Democrats See Edge in Early Senate Map as Trump Casts Big Shadow	https://news.yahoo.com/democrats-see-edge-early-senate-153937740.html?fr=sycsrp_catchall	The New York Times				Left-Center	24.0	July 17, 2021	True	-9.78891
Video shows moment neighbors use sledgehammer to break through walls and rescue elderly woman in Belgium floods	https://news.yahoo.com/video-shows-moment-neighbors-sledgehammer-104748948.html?fr=sycsrp_catchall	INSIDER				Left-Center	25.0	July 17, 2021	True	-0.883017
Man in critical condition after Loop shooting, Chicago police say	https://news.yahoo.com/8-dead-least-51-injured-005000585.html?fr=sycsrp_catchall	WLS – Chicago				Neutral	26.0	July 17, 2021	True	-0.757867
A Russian passenger plane that disappeared in Siberia has been located with all 19 people aboard still alive	https://news.yahoo.com/russian-passenger-plane-disappeared-siberia-125150510.html?fr=sycsrp_catchall	Business Insider				Left-Center	27.0	July 17, 2021	False	-1.976621
Haiti’s First Lady Makes Surprise Return	https://news.yahoo.com/wife-slain-haiti-president-returns-214342268.html?fr=sycsrp_catchall	The Daily Beast				Left	28.0	July 17, 2021	True	-7.456414
Police tase Black man who allegedly held subway gate open for fellow passenger	https://news.yahoo.com/police-tase-black-man-allegedly-211704872.html?fr=sycsrp_catchall	The Independent				Left-Center	29.0	July 17, 2021	False	
Texas Democrats vs. Gov. Greg Abbott: Who will blink first? Abbott may have the upper hand	https://news.yahoo.com/texas-democrats-vs-gov-greg-090049812.html?fr=sycsrp_catchall	USA TODAY				Left-Center	30.0	July 17, 2021	True	-1.248624
										ERROR
Merkel visits 'surreal' flood zone as death toll rises	https://news.yahoo.com/merkel-visit-flood-zone-western-051016535.html?fr=sycsrp_catchall	AFP				Neutral	1.0	July 18, 2021	False	-1.260849
The Pandemic Has a New Epicenter: Indonesia	https://news.yahoo.com/indonesia-battles-high-child-fatality-151323057.html?fr=sycsrp_catchall	The New York Times				Left-Center	2.0	July 18, 2021	True	-4.622073
Texas patient becomes U.S.' first monkeypox case since 2003	https://news.yahoo.com/texas-patient-becomes-u-first-012400262.html?fr=sycsrp_catchall	CBS News				Left-Center	3.0	July 18, 2021	False	0.423948
Can the Black Rifle Coffee Company Become the Starbucks of the Right?	https://news.yahoo.com/black-rifle-coffee-company-become-140250757.html?fr=sycsrp_catchall	The New York Times				Left-Center	4.0	July 18, 2021	True	-9.6516
California fire prompts evacuations; Oregon blaze balloons	https://news.yahoo.com/wildfire-updates-explosive-growth-dixie-163415163.html?fr=sycsrp_catchall	Associated Press				Neutral	5.0	July 18, 2021	False	-2.344075
I Am Heartbroken': Returning Home to Devastation, With a Sense of Shock	https://news.yahoo.com/am-heartbroken-returning-home-devastation-140649444.html?fr=sycsrp_catchall	The New York Times				Left-Center	6.0	July 18, 2021	True	-4.306677
Ex-Joint Chiefs Chairman Mike Mullen: 'Incredibly disturbing' that military leadership reportedly feared Trump coup	https://news.yahoo.com/mike-mullen-joint-chiefs-mark-milley-coup-trump-173956238.html?fr=sycsrp_catchall	Yahoo News				Left-Center	7.0	July 18, 2021	True	-20.425056
American father, son sent to Japan prison in Ghosn escape	https://news.yahoo.com/american-father-son-sent-japan-050531994.html?fr=sycsrp_catchall	Associated Press				Neutral	8.0	July 18, 2021	True	-0.087957
Saudi commentators go public in criticising UAE role in Yemen	https://news.yahoo.com/saudi-commentators-public-criticising-uae-142856494.html?fr=sycsrp_catchall	Reuters				Neutral	9.0	July 18, 2021	True	-1.404113
North Korea warns young people against using slang from the South	https://news.yahoo.com/north-korea-warns-young-people-155126666.html?fr=sycsrp_catchall	BBC				Left-Center	10.0	July 18, 2021	True	-3.610928
Syria-based breakaway Palestinian faction elects new leader	https://news.yahoo.com/syria-based-breakaway-palestinian-faction-145934162.html?fr=sycsrp_catchall	Associated Press				Neutral	11.0	July 18, 2021	True	0.353189
Bangladesh lifts lockdown to celebrate, exasperating experts	https://news.yahoo.com/bangladesh-lifts-lockdown-celebrate-exasperating-042418134.html?fr=sycsrp_catchall	Associated Press				Neutral	12.0	July 18, 2021	True	-1.934275
2 killed in shooting at NW Harris Co. business barbecue	https://www.yahoo.com/entertainment/2-killed-shooting-nw-harris-135631857.html	KTRK – Houston				Left-Center	13.0	July 18, 2021	True	3.446536
Pegasus: India parliament begins amid spyware row	https://news.yahoo.com/pegasus-india-parliament-begins-amid-045857646.html?fr=sycsrp_catchall	BBC				Left-Center	14.0	July 18, 2021	True	-2.455597
Fact check: Photo of Olivia Rodrigo at White House press briefing altered to add President Joe Biden	https://news.yahoo.com/fact-check-photo-olivia-rodrigo-173942731.html?fr=sycsrp_catchall	USA TODAY				LEFT-CENTER	15.0	July 18, 2021	True	2.622573
Taliban say they want Afghan deal, even as they battle on	https://news.yahoo.com/afghanistan-inside-joe-biden-decision-132917330.html?fr=sycsrp_catchall	Associated Press				Neutral	16.0	July 18, 2021	True	-1.973003
Appeals court sides with CDC, Norwegian Cruise Lines over DeSantis on vaccination rules	https://news.yahoo.com/appeals-court-sides-cdc-norwegian-142258315.html?fr=sycsrp_catchall	Miami Herald				Left-Center	17.0	July 18, 2021	True	1.544613
Covid: Is China's vaccine success waning in Asia?	https://news.yahoo.com/covid-chinas-vaccine-success-waning-234324407.html?fr=sycsrp_catchall	BBC				Left-Center	18.0	July 18, 2021	True	-1.321038
Senator: Bipartisan infrastructure bill loses IRS provision	https://news.yahoo.com/roads-broadband-bridges-heres-whats-212721022.html?fr=sycsrp_catchall	Associated Press				Neutral	19.0	July 18, 2021	True	1.802591
The Latest: Most of S Korean warship's crew have coronavirus	https://news.yahoo.com/latest-virus-cases-surging-italy-102829323.html?fr=sycsrp_catchall	Associated Press				Neutral	20.0	July 18, 2021	True	-0.322308
Katie Hopkins to be deported from Australia over quarantine rules	https://news.yahoo.com/australia-deport-far-u-k-012505503.html?fr=sycsrp_catchall	BBC				Left-Center	21.0	July 18, 2021	True	-7.508908
Greg Abbott dings Democrats for same kind of jets he took for almost a million bucks	https://news.yahoo.com/greg-abbott-dings-democrats-same-100000016.html?fr=sycsrp_catchall	Fort Worth Star-Telegram				Right-Center	22.0	July 18, 2021	True	16.9308
A Florida man is facing charges as police say he stole an alligator and attempted to throw it on a roof	https://news.yahoo.com/florida-man-facing-charges-police-153509002.html?fr=sycsrp_catchall	INSIDER				Left-Center	23.0	July 18, 2021	False	-4.007195
Angela Merkel's successor caught laughing on camera while visiting devastating German flood scenes	https://news.yahoo.com/angela-merkels-successor-caught-laughing-133145443.html?fr=sycsrp_catchall	Business Insider				Left-Center	24.0	July 18, 2021	True	0.653341
Nigeria's security crises - five different threats	https://news.yahoo.com/nigerias-security-crises-five-different-234641003.html?fr=sycsrp_catchall	BBC				Left-Center	25.0	July 18, 2021	True	-1.399719
Man caught snatching child off the street in New York City	https://news.yahoo.com/journalist-ground-capitol-hill-yesterday-210158832.html?fr=sycsrp_catchall	Reuters Videos				Left	26.0	July 18, 2021	False	-4.575493
Uyghur American: I was born in a Chinese reeducation camp. I will always fight China's lies.	https://news.yahoo.com/uyghur-american-born-chinese-reeducation-110029406.html?fr=sycsrp_catchall	USA TODAY Opinion				"<strong><a href=""https://mediabiasfactcheck.com/left-vs-right-bias-how-we-rate-the-bias-of-media-sources/"">Left vs. Right: How we rate the bias of media sources</a></strong>"	27.0	July 18, 2021	True	-6.539758
A Florida woman who left a 2-year-old child to die in a hot car 'got distracted,' she told police	https://news.yahoo.com/florida-woman-left-2-old-143157496.html?fr=sycsrp_catchall	INSIDER				Left-Center	28.0	July 18, 2021	True	-3.44144
Lindsey Graham floats Senate GOP leaving Washington, DC to deny a quorum for Democratic infrastructure bill	https://news.yahoo.com/lindsey-graham-floats-senate-gop-181514727.html?fr=sycsrp_catchall	Business Insider				Left-Center	29.0	July 18, 2021	True	3.464661
Hollywood Ripper' Michael Gargiulo sentenced to death for murders	https://news.yahoo.com/hollywood-ripper-sentenced-death-murdering-160825178.html?fr=sycsrp_catchall	BBC				Left-Center	30.0	July 18, 2021	False	0.923456
										ERROR
Garland bars prosecutors from seizing reporters' records	https://news.yahoo.com/garland-formally-prohibits-seizure-reporters-153402186.html?fr=sycsrp_catchall	Associated Press				Neutral	1.0	July 19, 2021	True	-0.318047
China reports its first death of a human from rare Monkey B virus	https://news.yahoo.com/veterinarian-dies-rare-monkey-b-181526490.html?fr=sycsrp_catchall	Washington Post				Left-Center	2.0	July 19, 2021	True	1.955317
Job-Hunters, Have You Posted Your Résumé on TikTok?	https://news.yahoo.com/job-hunters-posted-r-sum-115627704.html?fr=sycsrp_catchall	The New York Times				Left-Center	3.0	July 19, 2021	True	-3.113877
Senate hearing in Georgia highlights growing alarm over potential post-election meddling	https://news.yahoo.com/senate-hearing-in-georgia-highlights-growing-alarm-over-potential-post-election-meddling-213716951.html?fr=sycsrp_catchall	Yahoo News				Left-Center	4.0	July 19, 2021	True	-6.711553
Massive and mysterious, a 100-pound fish washed ashore. Scientists hope to learn its secrets.	https://news.yahoo.com/massive-mysterious-100-pound-fish-024510073.html?fr=sycsrp_catchall	Washington Post				Left-Center	5.0	July 19, 2021	False	-3.935652
Marjorie Taylor Greene's Twitter account suspended for 12 hours over COVID misinformation	https://news.yahoo.com/marjorie-taylor-greenes-twitter-account-015435584.html?fr=sycsrp_catchall	Axios				Left-Center	6.0	July 19, 2021	True	-7.998588
Obama Pentagon official: Afghanistan troop withdrawal 'is not going to be a pretty picture'	https://news.yahoo.com/obama-pentagon-official-afghanistan-troop-withdrawal-is-not-going-to-be-a-pretty-picture-121522621.html?fr=sycsrp_catchall	Yahoo News				Left-Center	7.0	July 19, 2021	True	2.331406
Haitian president reportedly spent 10 minutes frantically calling for help before assassination	https://news.yahoo.com/haitian-president-reportedly-spent-10-171431531.html?fr=sycsrp_catchall	The Week				Left	8.0	July 19, 2021	True	
Texas woman sentenced for threatening sex trafficking victim who is set to testify	https://news.yahoo.com/texas-woman-sentenced-threatening-sex-175448517.html?fr=sycsrp_catchall	Fort Worth Star-Telegram				Right-Center	9.0	July 19, 2021	True	-1.406185
Syrian air defences intercept Israeli attack over Aleppo - state media	https://news.yahoo.com/syrian-air-defenses-confront-israeli-225125675.html?fr=sycsrp_catchall	Reuters				Neutral	10.0	July 19, 2021	True	-3.309037
Man charged with murder of NC teacher who tried robbing Mexican cartel member	https://news.yahoo.com/man-charged-murder-nc-teacher-234636835.html?fr=sycsrp_catchall	Charlotte Observer				Left-Center	11.0	July 19, 2021	True	0.828367
Biden wants spending to boost economy, but GOP to block vote	https://news.yahoo.com/biden-wants-spending-boost-economy-040429340.html?fr=sycsrp_catchall	Associated Press				Neutral	12.0	July 19, 2021	True	2.370822
China reports spike in new coronavirus cases on border with Myanmar	https://news.yahoo.com/coronavirus-latest-news-fears-rubbish-223041945.html?fr=sycsrp_catchall	Reuters				Neutral	13.0	July 19, 2021	True	-1.871511
Cruise industry has a right to protect its passengers from COVID-19. Court backs it up | Opinion	https://news.yahoo.com/cruise-industry-protect-passengers-covid-185252084.html?fr=sycsrp_catchall	Miami Herald				Left-Center	14.0	July 19, 2021	True	-3.261701
Capitol rioter who breached Senate sentenced to 8 months in prison for felony	https://news.yahoo.com/man-faces-1st-sentencing-felony-042649116.html?fr=sycsrp_catchall	Yahoo News Video				Left-Center	15.0	July 19, 2021	True	-1.098703
FBI agent in investigation of Whitmer kidnap plot is charged	https://news.yahoo.com/fbi-informants-had-bigger-role-213400243.html?fr=sycsrp_catchall	Associated Press				Neutral	16.0	July 19, 2021	True	2.896743
Lindsey Graham's threat to flee Washington is part of a troubling trend	https://news.yahoo.com/lindsey-grahams-threat-flee-washington-170351249.html?fr=sycsrp_catchall	The Week				Left	17.0	July 19, 2021	True	-1.193552
Canada to open border to fully vaccinated Americans in August	https://www.bizjournals.com/buffalo/news/2021/08/02/leisure-and-hospitality-industry-recovery.html	BBC				Left-Center	18.0	July 19, 2021	True	ERROR
Olympic Village COVID-19 infection bubble already 'broken' - health expert	https://news.yahoo.com/olympic-village-covid-19-infection-030611608.html?fr=sycsrp_catchall	Reuters				Neutral	19.0	July 19, 2021	True	0.264203
Calls for outside help as extreme weather fuels Oregon fires	https://news.yahoo.com/going-pretty-hot-heatwave-lightning-122001895.html?fr=sycsrp_catchall	Associated Press				Neutral	20.0	July 19, 2021	True	0.726894
Blinken meets Belarus opposition leader as criticism mounts	https://news.yahoo.com/blinken-meets-belarus-opposition-leader-195637118.html?fr=sycsrp_catchall	Associated Press				Neutral	21.0	July 19, 2021	True	-1.529514
Nigeria fighter plane shot down by bandits - military	https://news.yahoo.com/nigeria-fighter-plane-shot-down-172146157.html?fr=sycsrp_catchall	BBC				Left-Center	22.0	July 19, 2021	True	-1.767334
Michael Wolff to Brian Stelter: You are 'one of the reasons people can't stand the media'	https://news.yahoo.com/michael-wolff-brian-stelter-one-231500287.html?fr=sycsrp_catchall	Washington Examiner				Right	23.0	July 19, 2021	False	18.410833
Ben & Jerry's to stop sales in West Bank, east Jerusalem	https://www.aol.com/news/steelers-owner-telling-qb-ben-233908785.html	Associated Press				Neutral	24.0	July 19, 2021	True	ERROR
Turkish president: Two-state deal only way for Cyprus peace	https://news.yahoo.com/turkish-president-two-state-deal-174258909.html?fr=sycsrp_catchall	Associated Press				Neutral	25.0	July 19, 2021	True	-1.119142
The little tech firm gunning for an airspeed record	https://news.yahoo.com/little-tech-firm-gunning-airspeed-231337121.html?fr=sycsrp_catchall	BBC				Left-Center	26.0	July 19, 2021	True	-2.393771
As Delta variant spreads, Beshear recommends return to indoor masking for some	https://news.yahoo.com/gov-beshear-announces-k-12-011200539.html?fr=sycsrp_catchall	Lexington Herald-Leader				Left-Center	27.0	July 19, 2021	True	3.134805
Donald Trump just gave Nikki Haley something to worry about	https://news.yahoo.com/donald-trump-just-gave-nikki-212500351.html?fr=sycsrp_catchall	The State				Left-Center	28.0	July 19, 2021	True	-19.42377
Fox News' Geraldo Rivera says it's 'crazy talk' to say not getting the COVID-19 vaccine is a 'constitutional right'	https://news.yahoo.com/fox-news-geraldo-rivera-says-212701012.html?fr=sycsrp_catchall	Business Insider				Left-Center	29.0	July 19, 2021	True	-9.961172
Twin cheerleading stars sexually abused by coach at Frisco, Plano gyms, lawsuit says	https://news.yahoo.com/twin-cheerleading-stars-sexually-abused-193810710.html?fr=sycsrp_catchall	Fort Worth Star-Telegram				Right-Center	30.0	July 19, 2021	True	0.606964
										ERROR
Texas hospital reports its 1st case of lambda COVID-19 variant	https://news.yahoo.com/johnson-johnson-vaccine-may-less-080034738.html?fr=sycsrp_catchall	ABC News				Left-Center	1.0	July 20, 2021	True	-0.706923
Patients are warned that IUDs can be 'uncomfortable.' But many say the pain is excruciating.	https://news.yahoo.com/patients-warned-iuds-uncomfortable-many-191236192.html?fr=sycsrp_catchall	Washington Post				Left-Center	2.0	July 20, 2021	False	-4.261717
Mask mandates make a return - along with controversy	https://news.yahoo.com/world-first-booster-jab-rollout-190235469.html?fr=sycsrp_catchall	Washington Post				Left-Center	3.0	July 20, 2021	False	2.79528
Nearly 120,000 children in US have lost a primary caregiver to COVID-19: Internal CDC data	https://www.yahoo.com/gma/nearly-120-000-children-us-100606407.html	Good Morning America				Left-Center	4.0	July 20, 2021	True	-0.917157
To China, Trump Was Bad. Biden Seems Even Worse.	https://news.yahoo.com/china-trump-bad-biden-seems-184214655.html	The New York Times				Left-Center	5.0	July 20, 2021	True	-8.522924
Key question for Americans overseas: Can their phones be hacked?	https://news.yahoo.com/key-americans-overseas-phones-hacked-024401058.html?fr=sycsrp_catchall	Washington Post				Left-Center	6.0	July 20, 2021	False	-1.818016
Singapore shocked by killing of boy, 13, at school	https://news.yahoo.com/singapore-murder-schoolboy-charged-over-044846613.html?fr=sycsrp_catchall	BBC				Left-Center	7.0	July 20, 2021	True	-3.613133
Teen with US ties again on the run from China with fiancee	https://news.yahoo.com/teen-us-ties-again-run-040429713.html?fr=sycsrp_catchall	Associated Press				Neutral	8.0	July 20, 2021	True	-3.209333
U.S., Japan, South Korea send clear message to N.Korea - U.S. diplomat	https://news.yahoo.com/u-japan-south-korea-send-043026971.html?fr=sycsrp_catchall	Reuters				Neutral	9.0	July 20, 2021	True	0.285829
Minister accused of giving teen meth and raping her at church, Texas police say	https://news.yahoo.com/minister-accused-giving-teen-meth-224116318.html?fr=sycsrp_catchall	Fort Worth Star-Telegram				Right-Center	10.0	July 20, 2021	True	2.853586
Why Tom Brady's 'gentle' roast of Trump at Biden's White House was actually 'deeply vicious'	https://news.yahoo.com/why-tom-bradys-gentle-roast-063040323.html?fr=sycsrp_catchall	The Week				Left	11.0	July 20, 2021	True	-20.856276
Japanese envoy says Tokyo 'struggles every day' with China	https://news.yahoo.com/japanese-envoy-says-tokyo-struggles-051708063.html?fr=sycsrp_catchall	Associated Press				Neutral	12.0	July 20, 2021	True	0.311455
Push to get wary Russians vaccinated leaves some COVID clinics short	https://news.yahoo.com/push-wary-russians-vaccinated-leaves-061122305.html?fr=sycsrp_catchall	Reuters				Neutral	13.0	July 20, 2021	True	-0.258485
DEA agent charged in Capitol riot after his friend told the FBI he lied about his participation to 'cover his a--'	https://news.yahoo.com/dea-agent-charged-capitol-riot-195240561.html?fr=sycsrp_catchall	INSIDER				Left-Center	14.0	July 20, 2021	True	-3.879738
New study suggests J recipients should get booster shot to protect against Delta variant	https://news.yahoo.com/study-suggests-j-recipients-booster-212500819.html?fr=sycsrp_catchall	The Week				Left	15.0	July 20, 2021	True	-5.408594
Biden's 3rd trip to reddish Ohio pushes his economic agenda	https://www.aol.com/biden-3rd-trip-reddish-ohio-123412245.html	Associated Press				Neutral	16.0	July 20, 2021	True	ERROR
Guantánamo Bay inmate sent to home country in Biden policy shift	https://news.yahoo.com/guant-namo-bay-inmate-sent-153925759.html	Yahoo News Video				Questionable Source	17.0	July 20, 2021	False	-1.683224
Covid-19: India outrage over 'no oxygen shortage death data' claim	https://news.yahoo.com/covid-19-india-outrage-over-064449882.html?fr=sycsrp_catchall	BBC				Left-Center	18.0	July 20, 2021	False	-4.557521
Hong Kong police arrest former Apple Daily senior editor	https://news.yahoo.com/hong-kong-police-arrest-former-043841505.html?fr=sycsrp_catchall	Associated Press				Neutral	19.0	July 20, 2021	True	-0.843894
11 Products to Satisfy an Obsession With Sage Green	https://news.yahoo.com/11-products-satisfy-obsession-sage-181856494.html	Architectural Digest				Left	20.0	July 20, 2021	True	-0.281024
Rep. Priscilla Giddings faces House ethics hearing, complaints of ‘conduct unbecoming’	https://news.yahoo.com/rep-priscilla-giddings-faces-house-205733698.html?fr=sycsrp_catchall	Idaho Statesman				Neutral	21.0	July 20, 2021	True	-3.995413
Vaccinated people can still get COVID. Here are the most common symptoms, study says	https://news.yahoo.com/cdc-covid-19-outbreak-among-170000960.html?fr=sycsrp_catchall	Miami Herald				Left-Center	22.0	July 20, 2021	True	-1.302519
Mandira Bedi: What Hindu scriptures say about women at cremations	https://news.yahoo.com/mandira-bedi-actress-stirs-debate-230108005.html?fr=sycsrp_catchall	BBC				Left-Center	23.0	July 20, 2021	False	-8.062603
50-year war on drugs imprisoned millions of Black Americans	https://news.yahoo.com/50-war-drugs-imprisoned-millions-054201210.html?fr=sycsrp_catchall	Associated Press				Neutral	24.0	July 20, 2021	True	-8.490052
Covid: The Mexican villages refusing to vaccinate	https://news.yahoo.com/covid-mexican-villages-refusing-vaccinate-230752812.html?fr=sycsrp_catchall	BBC				Left-Center	25.0	July 20, 2021	False	-6.518661
Here’s why Florida is seeing a surge of COVID cases again — and how to protect yourself	https://news.yahoo.com/florida-leads-nation-kids-hospitalized-223800797.html?fr=sycsrp_catchall	Miami Herald				Left-Center	26.0	July 20, 2021	True	-3.855865
An Australian couple was convicted of enslaving an Indian grandmother for 8 years	https://news.yahoo.com/australian-couple-convicted-enslaving-indian-063322313.html?fr=sycsrp_catchall	INSIDER				Left-Center	27.0	July 20, 2021	True	-1.825727
Covid: Anger as half of Australians in lockdown again	https://news.yahoo.com/australia-pm-battles-political-survival-095735421.html?fr=sycsrp_catchall	BBC				Left-Center	28.0	July 20, 2021	True	-5.928272
Thomas Barrack told a UAE official that Trump considered appointing him ambassador to the country and 'give Abu Dhabi more power': prosecutors	https://news.yahoo.com/thomas-barrack-told-uae-official-212844991.html?fr=sycsrp_catchall	Business Insider				Left-Center	29.0	July 20, 2021	True	-5.558042
Covid: Ivermectin, milk among Indonesia's unproven 'cures'	https://news.yahoo.com/covid-false-misleading-health-claims-231449421.html?fr=sycsrp_catchall	BBC				Left-Center	30.0	July 20, 2021	True	-5.992595
										ERROR
Johnson & Johnson's vaccine produced fewer antibodies against Delta compared with other shots in an experiment. Experts say we shouldn't worry about the results.	https://news.yahoo.com/johnson-county-election-results-edgerton-022555880.html?fr=sycsrp_catchall	Business Insider				Left-Center	1.0	July 21, 2021	True	-0.878489
Among Mormon Women, Frank Talk About Sacred Underclothes	https://news.yahoo.com/among-mormon-women-frank-talk-121434693.html?fr=sycsrp_catchall	The New York Times				Left-Center	2.0	July 21, 2021	True	-4.526998
